METADATA
initial_wait_s: 15
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 1
country: colombia
place: akuara
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: tcs34725
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-05-21T09:37:06:096Z
DATA
TIME F1-415nm F2-445nm F3-480nm F4-515nm F5-555nm F6-590nm F7-630nm F8-680nm Clear Near-IR
2025-05-21T10:20:30:086Z 10326 15456 20307 24340 26889 28277 33147 38798 65535 51110
2025-05-21T10:20:31:118Z 10327 15455 20300 24336 26864 28277 33149 38785 65535 51079
2025-05-21T10:20:32:151Z 10327 15460 20301 24326 26877 28280 33139 38797 65535 51095
2025-05-21T10:20:33:183Z 10326 15456 20302 24333 26877 28271 33130 38804 65535 51087
2025-05-21T10:20:34:217Z 10327 15456 20296 24331 26868 28274 33130 38794 65535 51079
2025-05-21T10:20:35:249Z 10327 15453 20297 24325 26869 28266 33114 38782 65535 51073
2025-05-21T10:20:36:282Z 10325 15450 20294 24322 26867 28270 33090 38799 65535 51053
2025-05-21T10:20:37:314Z 10328 15452 20290 24327 26867 28271 33114 38798 65535 51080
2025-05-21T10:20:38:346Z 10326 15456 20292 24316 26857 28263 33090 38797 65535 51054
2025-05-21T10:20:39:378Z 10326 15457 20291 24321 26858 28266 33105 38808 65535 51103
2025-05-21T10:20:40:413Z 10324 15450 20292 24323 26850 28252 33083 38791 65535 51051
2025-05-21T10:20:41:444Z 10329 15448 20292 24315 26855 28263 33079 38802 65535 51067
2025-05-21T10:20:42:477Z 10328 15454 20285 24312 26850 28255 33071 38792 65535 51070
2025-05-21T10:20:43:509Z 10325 15452 20278 24308 26838 28248 33066 38786 65535 51037
2025-05-21T10:20:45:539Z 10327 15454 20290 24316 26837 28249 33062 38772 65535 51032
2025-05-21T10:20:46:572Z 10326 15449 20276 24300 26839 28254 33060 38789 65535 51051
2025-05-21T10:20:47:606Z 10326 15451 20274 24302 26832 28249 33046 38784 65535 51027
2025-05-21T10:20:48:638Z 10325 15449 20280 24305 26819 28244 33038 38769 65535 51019
2025-05-21T10:20:49:670Z 10327 15450 20284 24306 26827 28253 33042 38803 65535 51055
2025-05-21T10:20:50:703Z 10332 15451 20279 24306 26826 28253 33040 38793 65535 51055
2025-05-21T10:20:51:734Z 10330 15453 20282 24304 26835 28261 33051 38798 65535 51125
2025-05-21T10:20:52:765Z 10341 15458 20297 24317 26858 28276 33069 38817 65535 51228
2025-05-21T10:20:53:799Z 10340 15462 20297 24319 26849 28272 33055 38817 65535 51189
2025-05-21T10:20:54:832Z 10342 15460 20308 24320 26849 28268 33056 38827 65535 51218
2025-05-21T10:20:55:864Z 10338 15457 20294 24305 26841 28267 33049 38820 65535 51203
2025-05-21T10:20:56:896Z 10342 15461 20298 24320 26856 28271 33046 38833 65535 51235
2025-05-21T10:20:57:928Z 10339 15459 20292 24313 26842 28263 33048 38825 65535 51233
2025-05-21T10:20:58:960Z 10345 15458 20302 24317 26845 28259 33033 38819 65535 51235
2025-05-21T10:20:59:995Z 10343 15458 20299 24307 26835 28255 33027 38826 65535 51222
2025-05-21T10:21:00:027Z 10341 15453 20298 24304 26836 28258 33025 38815 65535 51212
2025-05-21T10:21:01:060Z 10339 15455 20296 24300 26826 28246 32991 38803 65535 51188
2025-05-21T10:21:02:093Z 10337 15450 20290 24300 26816 28236 32997 38800 65535 51169
2025-05-21T10:21:03:125Z 10335 15446 20278 24287 26810 28232 32990 38796 65535 51179
2025-05-21T10:21:04:159Z 10335 15446 20284 24285 26792 28231 32971 38790 65535 51154
2025-05-21T10:21:05:192Z 10334 15441 20281 24287 26796 28229 32973 38791 65535 51149
2025-05-21T10:21:06:224Z 10333 15441 20279 24279 26789 28222 32959 38784 65535 51142
2025-05-21T10:21:07:256Z 10329 15437 20277 24276 26786 28201 32947 38776 65535 51128
2025-05-21T10:21:08:289Z 10323 15425 20259 24260 26764 28186 32914 38754 65535 51030
2025-05-21T10:21:09:322Z 10318 15417 20250 24243 26759 28183 32899 38744 65535 50998
2025-05-21T10:21:10:356Z 10319 15419 20249 24241 26754 28182 32883 38739 65535 51000
2025-05-21T10:21:11:389Z 10316 15413 20245 24229 26755 28160 32885 38749 65535 50983
2025-05-21T10:21:12:422Z 10319 15412 20247 24241 26746 28164 32874 38725 65535 50977
2025-05-21T10:21:13:453Z 10314 15409 20236 24229 26740 28168 32866 38721 65535 50970
2025-05-21T10:21:14:485Z 10315 15407 20237 24229 26729 28150 32846 38719 65535 50962
2025-05-21T10:21:16:518Z 10311 15406 20234 24219 26725 28157 32836 38717 65535 50935
2025-05-21T10:21:17:552Z 10308 15398 20234 24217 26721 28136 32824 38705 65535 50928
2025-05-21T10:21:18:584Z 10307 15397 20228 24208 26716 28135 32826 38713 65535 50928
2025-05-21T10:21:19:615Z 10306 15399 20226 24206 26710 28129 32817 38698 65535 50938
2025-05-21T10:21:20:648Z 10306 15395 20221 24207 26704 28127 32801 38694 65535 50921
2025-05-21T10:21:21:680Z 10306 15393 20216 24196 26695 28123 32794 38682 65535 50908
2025-05-21T10:21:22:712Z 10304 15391 20216 24194 26695 28116 32778 38683 65535 50925
2025-05-21T10:21:23:746Z 10302 15383 20212 24191 26691 28104 32775 38685 65535 50899
2025-05-21T10:21:24:779Z 10295 15383 20210 24178 26683 28100 32770 38671 65535 50875
2025-05-21T10:21:25:811Z 10295 15376 20208 24174 26673 28097 32746 38669 65535 50888
2025-05-21T10:21:26:843Z 10293 15374 20196 24165 26662 28084 32736 38644 65535 50856
2025-05-21T10:21:27:875Z 10291 15368 20193 24154 26651 28072 32735 38640 65535 50848
2025-05-21T10:21:28:908Z 10293 15365 20194 24158 26649 28070 32721 38638 65535 50836
2025-05-21T10:21:29:942Z 10287 15359 20181 24150 26658 28072 32720 38643 65535 50853
2025-05-21T10:21:30:974Z 10288 15364 20184 24152 26645 28071 32718 38635 65535 50875
2025-05-21T10:21:31:006Z 10291 15363 20187 24147 26643 28056 32708 38622 65535 50864
2025-05-21T10:21:32:039Z 10289 15352 20188 24141 26638 28056 32697 38626 65535 50849
2025-05-21T10:21:33:071Z 10284 15354 20177 24137 26625 28047 32686 38614 65535 50838
2025-05-21T10:21:34:103Z 10284 15351 20175 24133 26624 28026 32673 38598 65535 50825
2025-05-21T10:21:35:137Z 10277 15343 20166 24115 26604 28020 32654 38562 65535 50759
2025-05-21T10:21:36:169Z 10264 15315 20144 24084 26575 27968 32628 38555 65535 50665
2025-05-21T10:21:37:202Z 10235 15300 20116 24064 26541 27983 32610 38530 65535 50568
2025-05-21T10:21:38:236Z 10254 15315 20127 24079 26551 27962 32606 38535 65535 50586
2025-05-21T10:21:39:268Z 10247 15319 20116 24084 26552 27982 32604 38535 65535 50643
2025-05-21T10:21:40:300Z 10262 15317 20134 24084 26564 27995 32596 38540 65535 50658
2025-05-21T10:21:41:334Z 10258 15308 20128 24075 26559 27984 32589 38526 65535 50656
2025-05-21T10:21:42:367Z 10260 15306 20137 24069 26548 27968 32569 38513 65535 50675
2025-05-21T10:21:43:399Z 10254 15291 20118 24046 26498 27906 32507 38428 65535 50424
2025-05-21T10:21:44:431Z 10229 15262 20080 24001 26496 27902 32505 38424 65535 50434
2025-05-21T10:21:45:463Z 10236 15272 20092 24017 26536 27934 32534 38482 65535 50620
2025-05-21T10:21:46:496Z 10250 15298 20117 24043 26532 27942 32540 38495 65535 50628
2025-05-21T10:21:48:529Z 10245 15294 20120 24032 26535 27938 32526 38486 65535 50618
2025-05-21T10:21:49:562Z 10241 15288 20114 24029 26512 27923 32504 38474 65535 50598
2025-05-21T10:21:50:594Z 10236 15281 20102 24020 26509 27917 32494 38466 65535 50588
2025-05-21T10:21:51:627Z 10234 15281 20098 24013 26478 27898 32466 38436 65535 50522
2025-05-21T10:21:52:659Z 10214 15229 20068 23967 26396 27847 32411 38344 65535 50273
2025-05-21T10:21:53:692Z 10214 15228 20059 23968 26455 27865 32445 38398 65535 50463
2025-05-21T10:21:54:726Z 10220 15249 20064 23979 26462 27863 32433 38393 65535 50491
2025-05-21T10:21:55:758Z 10216 15249 20065 23963 26407 27804 32390 38336 65535 50302
2025-05-21T10:21:56:790Z 10155 15134 19971 23850 26426 27816 32367 38326 65535 50433
2025-05-21T10:21:57:823Z 10207 15226 20058 23928 26388 27794 32348 38296 65535 50305
2025-05-21T10:21:58:855Z 10194 15199 20026 23905 26389 27791 32346 38293 65535 50351
2025-05-21T10:21:59:887Z 10190 15194 20018 23892 26378 27785 32341 38292 65535 50350
2025-05-21T10:22:00:922Z 10189 15191 20016 23889 26363 27769 32309 38273 65535 50324
2025-05-21T10:22:01:954Z 10203 15205 20032 23895 26381 27791 32326 38283 65535 50440
2025-05-21T10:22:02:987Z 10198 15195 20018 23886 26371 27780 32306 38254 65535 50406
2025-05-21T10:22:03:019Z 10188 15200 20015 23877 26377 27771 32306 38270 65535 50351
2025-05-21T10:22:04:051Z 10183 15192 20009 23881 26359 27762 32308 38257 65535 50372
2025-05-21T10:22:05:083Z 10182 15189 20003 23869 26345 27739 32281 38236 65535 50282
2025-05-21T10:22:06:117Z 10180 15178 19997 23857 26346 27739 32270 38236 65535 50299
2025-05-21T10:22:07:150Z 10169 15171 19982 23844 26310 27707 32232 38189 65535 50223
2025-05-21T10:22:08:182Z 10186 15176 19997 23852 26335 27736 32255 38212 65535 50371
2025-05-21T10:22:09:217Z 10162 15153 19969 23815 26278 27680 32205 38140 65535 50090
2025-05-21T10:22:10:248Z 10134 15125 19923 23784 26144 27601 32137 38031 65535 49727
2025-05-21T10:22:11:280Z 10110 15051 19871 23745 26123 27580 32113 37990 65535 49689
2025-05-21T10:22:12:314Z 10108 15044 19871 23729 26098 27567 32077 37967 65535 49643
2025-05-21T10:22:14:581Z 10103 15049 19868 23721 26103 27549 32072 37962 65535 49669
2025-05-21T10:22:15:984Z 10153 15150 19972 23791 26294 27667 32160 38147 65535 50352
2025-05-21T10:22:16:147Z 10154 15143 19961 23795 26274 27648 32127 38116 65535 50268
2025-05-21T10:22:17:178Z 10138 15114 19934 23753 26242 27624 32104 38083 65535 50197
2025-05-21T10:22:18:210Z 10137 15103 19920 23750 26180 27607 32105 38052 65535 50037
2025-05-21T10:22:19:243Z 10126 15085 19895 23746 26190 27603 32102 38052 65535 50001
2025-05-21T10:22:20:275Z 10133 15104 19916 23751 26209 27609 32095 38049 65535 50111
2025-05-21T10:22:21:307Z 10134 15104 19909 23736 26207 27604 32085 38040 65535 50140
2025-05-21T10:22:22:341Z 10148 15111 19929 23747 26218 27608 32081 38042 65535 50251
2025-05-21T10:22:23:374Z 10146 15107 19921 23733 26213 27597 32073 38028 65535 50220
2025-05-21T10:22:24:406Z 10140 15103 19915 23719 26192 27584 32049 38012 65535 50222
2025-05-21T10:22:25:440Z 10136 15096 19908 23701 26186 27581 32042 37997 65535 50206
2025-05-21T10:22:26:472Z 10134 15089 19896 23699 26178 27571 32029 37981 65535 50204
2025-05-21T10:22:27:504Z 10131 15087 19895 23689 26169 27559 32010 37978 65535 50178
2025-05-21T10:22:29:537Z 10129 15081 19891 23688 26108 27536 31957 37912 65535 50061
2025-05-21T10:22:30:569Z 10070 14954 19791 23577 25880 27385 31768 37642 65535 49361
2025-05-21T10:22:31:601Z 10047 14923 19763 23545 25916 27403 31813 37690 65535 49460
2025-05-21T10:22:32:635Z 10053 14939 19771 23564 25933 27400 31828 37713 65535 49499
2025-05-21T10:22:33:667Z 10052 14945 19776 23562 25946 27395 31825 37708 65535 49535
2025-05-21T10:22:34:699Z 10070 14993 19807 23592 26039 27450 31880 37805 65535 49829
2025-05-21T10:22:35:731Z 10076 14999 19811 23592 26027 27434 31869 37790 65535 49825
2025-05-21T10:22:36:764Z 10073 14999 19804 23588 26030 27435 31857 37780 65535 49866
2025-05-21T10:22:37:795Z 10072 15005 19806 23585 26031 27431 31855 37787 65535 49874
2025-05-21T10:22:38:825Z 10079 15000 19808 23580 26059 27459 31858 37804 65535 50040
2025-05-21T10:22:39:857Z 10098 15019 19818 23590 26054 27437 31846 37801 65535 50054
2025-05-21T10:22:40:890Z 10092 15010 19816 23582 26035 27438 31830 37774 65535 50033
2025-05-21T10:22:41:922Z 10090 15003 19809 23566 26025 27422 31816 37767 65535 50032
2025-05-21T10:22:42:955Z 10085 14998 19804 23568 26010 27418 31811 37744 65535 50021
2025-05-21T10:22:43:988Z 10084 14995 19796 23552 26010 27396 31795 37735 65535 50013
2025-05-21T10:22:44:022Z 10079 14983 19789 23543 25994 27395 31784 37708 65535 49992
2025-05-21T10:22:45:054Z 10077 14979 19782 23532 25982 27385 31764 37676 65535 49969
2025-05-21T10:22:46:087Z 10069 14971 19768 23521 25973 27358 31746 37668 65535 49952
2025-05-21T10:22:47:120Z 10065 14965 19760 23510 25959 27361 31732 37652 65535 49959
2025-05-21T10:22:48:152Z 10065 14964 19763 23503 25954 27351 31721 37639 65535 49953
2025-05-21T10:22:49:185Z 10060 14956 19752 23485 25935 27335 31703 37622 65535 49927
2025-05-21T10:22:50:219Z 10058 14947 19747 23489 25934 27332 31691 37596 65535 49936
2025-05-21T10:22:51:252Z 10056 14945 19740 23475 25921 27321 31661 37579 65535 49909
2025-05-21T10:22:52:284Z 10051 14938 19731 23462 25912 27310 31663 37571 65535 49909
2025-05-21T10:22:53:317Z 10049 14933 19725 23459 25894 27302 31647 37554 65535 49904
2025-05-21T10:22:54:349Z 10045 14920 19724 23445 25899 27303 31633 37548 65535 49948
2025-05-21T10:22:55:381Z 10051 14925 19728 23445 25892 27294 31616 37544 65535 49938
2025-05-21T10:22:56:415Z 10048 14923 19720 23430 25876 27282 31612 37517 65535 49913
2025-05-21T10:22:57:448Z 10044 14917 19715 23425 25873 27269 31589 37502 65535 49914
2025-05-21T10:22:58:480Z 10041 14910 19700 23423 25857 27262 31579 37475 65535 49913
2025-05-21T10:23:00:512Z 10039 14912 19709 23410 25864 27256 31571 37488 65535 49950
2025-05-21T10:23:01:544Z 10036 14913 19704 23414 25847 27248 31559 37478 65535 49932
2025-05-21T10:23:02:576Z 10035 14906 19698 23405 25850 27239 31559 37457 65535 49939
2025-05-21T10:23:03:610Z 10030 14894 19685 23390 25821 27234 31541 37444 65535 49918
2025-05-21T10:23:04:642Z 10025 14888 19674 23371 25818 27212 31520 37418 65535 49891
2025-05-21T10:23:05:674Z 10019 14880 19670 23365 25798 27201 31502 37391 65535 49861
2025-05-21T10:23:06:707Z 10018 14871 19665 23347 25786 27191 31491 37379 65535 49870
2025-05-21T10:23:07:740Z 10014 14868 19656 23346 25778 27178 31466 37355 65535 49856
2025-05-21T10:23:08:772Z 10011 14851 19641 23332 25758 27163 31454 37327 65535 49786
2025-05-21T10:23:09:806Z 9996 14841 19621 23307 25744 27142 31433 37291 65535 49750
2025-05-21T10:23:10:838Z 9993 14836 19619 23297 25725 27126 31417 37278 65535 49739
2025-05-21T10:23:11:870Z 9993 14826 19600 23293 25710 27116 31391 37261 65535 49710
2025-05-21T10:23:12:902Z 9988 14820 19600 23277 25698 27108 31381 37237 65535 49700
2025-05-21T10:23:13:935Z 9980 14813 19591 23264 25685 27084 31362 37215 65535 49699
2025-05-21T10:23:14:968Z 9975 14804 19581 23240 25682 27080 31343 37202 65535 49684
2025-05-21T10:23:15:003Z 9979 14798 19579 23246 25672 27060 31329 37184 65535 49686
2025-05-21T10:23:16:035Z 9972 14790 19570 23229 25636 27043 31303 37142 65535 49574
2025-05-21T10:23:17:067Z 9935 14742 19522 23184 25531 26969 31231 37043 65535 49250
2025-05-21T10:23:18:099Z 9911 14696 19481 23137 25493 26929 31187 36981 65535 49155
2025-05-21T10:23:19:131Z 9905 14690 19473 23125 25477 26922 31173 36966 65535 49148
2025-05-21T10:23:20:163Z 9902 14677 19466 23110 25471 26916 31152 36940 65535 49146
2025-05-21T10:23:21:198Z 9898 14678 19457 23105 25471 26912 31150 36937 65535 49166
2025-05-21T10:23:22:229Z 9896 14680 19457 23096 25470 26906 31123 36927 65535 49185
2025-05-21T10:23:23:262Z 9897 14678 19449 23094 25479 26904 31148 36939 65535 49192
2025-05-21T10:23:24:294Z 9879 14677 19406 23081 25404 26838 31120 36868 65535 48865
2025-05-21T10:23:25:326Z 9871 14656 19381 23057 25397 26827 31109 36852 65535 48860
2025-05-21T10:23:26:358Z 9866 14646 19372 23050 25387 26823 31090 36836 65535 48872
2025-05-21T10:23:27:392Z 9862 14648 19365 23044 25362 26797 31074 36804 65535 48857
2025-05-21T10:23:28:425Z 9861 14644 19369 23035 25385 26803 31073 36814 65535 48894
2025-05-21T10:23:29:457Z 9855 14658 19372 23031 25446 26829 31091 36856 65535 49143
2025-05-21T10:23:30:489Z 9872 14677 19405 23048 25446 26831 31080 36839 65535 49180
2025-05-21T10:23:32:522Z 9871 14662 19396 23030 25414 26815 31046 36804 65535 49166
2025-05-21T10:23:33:554Z 9874 14649 19395 23020 25413 26812 31042 36789 65535 49216
2025-05-21T10:23:34:588Z 9871 14646 19384 23013 25397 26804 31027 36782 65535 49176
2025-05-21T10:23:35:621Z 9869 14643 19388 22999 25394 26803 31003 36764 65535 49228
2025-05-21T10:23:36:653Z 9873 14625 19397 23001 25401 26836 30987 36798 65535 49462
2025-05-21T10:23:37:686Z 9888 14639 19407 23021 25388 26837 30986 36782 65535 49424
2025-05-21T10:23:38:717Z 9887 14625 19404 23008 25335 26797 30965 36704 65535 49221
2025-05-21T10:23:39:749Z 9843 14560 19321 22972 25150 26587 30858 36473 65535 47980
2025-05-21T10:23:40:783Z 9772 14534 19233 22922 25268 26660 30950 36577 65535 48712
2025-05-21T10:23:41:816Z 9819 14583 19329 22946 25342 26741 30922 36658 65535 49254
2025-05-21T10:23:42:848Z 9840 14598 19353 22944 25333 26732 30920 36641 65535 49240
2025-05-21T10:23:43:880Z 9835 14588 19344 22949 25322 26731 30954 36625 65535 49152
2025-05-21T10:23:44:913Z 9824 14572 19335 22925 24843 26091 30379 35798 65535 47005
2025-05-21T10:23:45:945Z 9017 13090 17533 20657 22070 23787 27277 32455 65535 44262
2025-05-21T10:23:46:979Z 8859 12869 17162 20364 24790 26497 29977 36176 65535 50339
2025-05-21T10:23:47:012Z 10018 14618 19540 23028 25441 26964 30980 36759 65535 50542
2025-05-21T10:23:48:044Z 10028 14625 19546 23048 25445 26952 30972 36739 65535 50563
2025-05-21T10:23:49:077Z 10024 14620 19545 23043 25428 26944 30959 36720 65535 50562
2025-05-21T10:23:50:109Z 10018 14614 19533 23033 25425 26933 30955 36702 65535 50546
2025-05-21T10:23:51:141Z 10020 14604 19538 23024 25407 26918 30941 36686 65535 50569
2025-05-21T10:23:52:176Z 10014 14593 19520 23011 25394 26905 30930 36666 65535 50551
2025-05-21T10:23:53:208Z 10011 14586 19517 23000 25384 26883 30913 36634 65535 50529
2025-05-21T10:23:54:241Z 10005 14583 19503 22987 25361 26876 30899 36605 65535 50511
2025-05-21T10:23:55:273Z 10001 14574 19495 22978 25368 26875 30882 36608 65535 50507
2025-05-21T10:23:56:305Z 9999 14568 19492 22975 25351 26860 30867 36592 65535 50500
2025-05-21T10:23:57:336Z 9991 14560 19481 22956 25343 26845 30857 36566 65535 50472
2025-05-21T10:23:58:371Z 9980 14547 19459 22938 25319 26824 30837 36542 65535 50444
2025-05-21T10:23:59:403Z 9982 14545 19455 22926 25307 26815 30823 36520 65535 50430
2025-05-21T10:24:00:435Z 9975 14537 19449 22913 25289 26795 30797 36505 65535 50395
2025-05-21T10:24:01:468Z 9972 14529 19432 22909 25286 26788 30794 36470 65535 50412
2025-05-21T10:24:02:500Z 9969 14515 19430 22898 25266 26767 30776 36454 65535 50385
2025-05-21T10:24:04:532Z 9962 14507 19421 22888 25256 26755 30753 36436 65535 50408
2025-05-21T10:24:05:568Z 9954 14498 19403 22860 25225 26725 30739 36395 65535 50487
2025-05-21T10:24:06:600Z 9941 14483 19382 22842 25205 26706 30709 36376 65535 50445
2025-05-21T10:24:07:632Z 9935 14470 19370 22829 25200 26686 30703 36323 65535 50456
2025-05-21T10:24:08:665Z 9931 14469 19360 22823 25171 26676 30691 36327 65535 50428
2025-05-21T10:24:09:696Z 9924 14458 19344 22796 25177 26676 30695 36311 65535 50429
2025-05-21T10:24:10:728Z 9922 14456 19348 22808 25153 26652 30673 36291 65535 50409
2025-05-21T10:24:11:767Z 9922 14446 19343 22794 25164 26646 30653 36271 65535 50425
2025-05-21T10:24:12:800Z 9921 14443 19337 22782 25151 26642 30644 36260 65535 50379
2025-05-21T10:24:13:832Z 9925 14439 19337 22782 25150 26627 30652 36246 65535 50415
2025-05-21T10:24:14:863Z 9918 14430 19323 22769 25129 26612 30635 36233 65535 50377
2025-05-21T10:24:15:895Z 9914 14426 19318 22759 25126 26603 30612 36204 65535 50379
2025-05-21T10:24:16:927Z 9907 14419 19312 22748 25107 26589 30596 36179 65535 50360
2025-05-21T10:24:17:961Z 9905 14410 19298 22729 25098 26565 30585 36166 65535 50355
2025-05-21T10:24:18:993Z 9899 14403 19290 22728 25089 26555 30575 36149 65535 50344
2025-05-21T10:24:19:027Z 9896 14394 19275 22716 25067 26548 30556 36121 65535 50326
2025-05-21T10:24:20:060Z 9893 14388 19276 22703 25067 26536 30553 36109 65535 50324
2025-05-21T10:24:21:093Z 9888 14377 19261 22694 25041 26515 30528 36085 65535 50322
2025-05-21T10:24:22:126Z 9890 14379 19265 22689 25049 26515 30533 36079 65535 50368
2025-05-21T10:24:23:160Z 9884 14364 19248 22678 25038 26499 30521 36048 65535 50346
2025-05-21T10:24:24:192Z 9882 14363 19239 22664 25018 26484 30489 36033 65535 50264
2025-05-21T10:24:25:225Z 9877 14349 19228 22658 25008 26471 30492 36019 65535 50318
2025-05-21T10:24:26:258Z 9872 14346 19223 22646 24998 26449 30481 35990 65535 50291
2025-05-21T10:24:27:290Z 9864 14336 19208 22630 24961 26430 30401 35958 65535 50245
2025-05-21T10:24:28:321Z 9829 14243 19108 22394 24379 25760 29370 35323 65535 50015
2025-05-21T10:24:29:355Z 9634 13977 18821 21805 24315 25637 29244 35059 65535 50084
2025-05-21T10:24:30:387Z 9648 13972 18810 21825 24247 25591 29162 34944 65535 50056
2025-05-21T10:24:31:420Z 9629 13892 18705 21774 24130 25564 29177 34761 65535 50113
2025-05-21T10:24:32:452Z 9440 13564 18215 21462 23664 24993 28875 34111 65535 49903
2025-05-21T10:24:33:483Z 9491 13656 18368 21519 23994 25611 29079 34941 65535 50102
2025-05-21T10:24:35:517Z 9682 13948 18698 21898 24148 25901 29254 35254 65535 50046
2025-05-21T10:24:36:551Z 9685 13958 18705 21945 24100 25824 29188 35169 65535 50172
2025-05-21T10:24:37:584Z 9656 13905 18658 21880 24125 25830 29205 35188 65535 50265
2025-05-21T10:24:38:615Z 9679 13937 18701 21907 24133 25865 29219 35226 65535 50305
2025-05-21T10:24:39:648Z 9710 13978 18736 21969 24240 26003 29372 35394 65535 50404
2025-05-21T10:24:40:681Z 9744 14047 18805 22065 24228 26000 29372 35387 65535 50391
2025-05-21T10:24:41:712Z 9699 13971 18707 21957 24097 25879 29191 35236 65535 50375
2025-05-21T10:24:42:742Z 9680 13936 18675 21919 24098 25830 29191 35179 65535 50373
2025-05-21T10:24:43:774Z 9664 13899 18652 21874 24031 25723 29092 35070 65535 50338
2025-05-21T10:24:44:807Z 9681 13907 18666 21866 24069 25782 29131 35161 65535 50347
2025-05-21T10:24:45:840Z 9685 13911 18667 21861 24046 25760 29113 35122 65535 50320
2025-05-21T10:24:46:871Z 9619 13819 18553 21769 23953 25630 29029 34936 65535 50324
2025-05-21T10:24:47:903Z 9656 13883 18627 21852 24192 25899 29357 35234 65535 50334
2025-05-21T10:24:48:937Z 9789 14151 18985 22307 24776 26171 30199 35586 65535 50410
2025-05-21T10:24:49:970Z 9796 14187 19038 22419 24786 26172 30251 35580 65535 50429
2025-05-21T10:24:50:003Z 9799 14188 19036 22413 24782 26150 30234 35556 65535 50416
2025-05-21T10:24:51:035Z 9791 14179 19024 22406 24763 26143 30226 35539 65535 50380
2025-05-21T10:24:52:067Z 9791 14175 19018 22401 24761 26132 30208 35519 65535 50395
2025-05-21T10:24:53:100Z 9782 14159 19003 22375 24730 26101 30173 35494 65535 50363
2025-05-21T10:24:54:134Z 9775 14148 18982 22361 24717 26089 30159 35466 65535 50400
2025-05-21T10:24:55:167Z 9770 14134 18970 22347 24711 26069 30161 35428 65535 50435
2025-05-21T10:24:56:200Z 9766 14129 18964 22336 24694 26061 30143 35411 65535 50437
2025-05-21T10:24:57:232Z 9761 14123 18957 22323 24683 26043 30118 35385 65535 50419
2025-05-21T10:24:58:264Z 9758 14112 18944 22317 24663 26026 30106 35369 65535 50390
2025-05-21T10:24:59:293Z 9752 14103 18928 22295 24633 26011 30020 35356 65535 50399
2025-05-21T10:25:00:327Z 9743 14089 18907 22270 24607 25991 29976 35326 65535 50349
2025-05-21T10:25:01:360Z 9738 14073 18898 22259 24600 25977 29980 35300 65535 50355
2025-05-21T10:25:02:391Z 9738 14077 18894 22251 24610 25966 30040 35297 65535 50335
2025-05-21T10:25:03:423Z 9745 14082 18905 22276 24632 25974 30081 35289 65535 50439
2025-05-21T10:25:04:455Z 9741 14074 18894 22256 24622 25962 30054 35270 65535 50405
2025-05-21T10:25:05:490Z 9737 14068 18881 22252 24603 25945 30040 35246 65535 50404
2025-05-21T10:25:07:524Z 9735 14058 18874 22239 24593 25931 30023 35225 65535 50392
2025-05-21T10:25:08:557Z 9730 14055 18864 22224 24575 25911 30010 35204 65535 50367
2025-05-21T10:25:09:589Z 9726 14046 18855 22213 24565 25905 29997 35190 65535 50367
2025-05-21T10:25:10:621Z 9720 14038 18839 22200 24554 25893 29986 35167 65535 50372
2025-05-21T10:25:11:654Z 9716 14032 18831 22188 24546 25870 29977 35151 65535 50350
2025-05-21T10:25:12:686Z 9711 14023 18825 22183 24532 25863 29965 35125 65535 50356
2025-05-21T10:25:13:721Z 9709 14012 18814 22176 24514 25846 29941 35100 65535 50341
2025-05-21T10:25:14:754Z 9706 14002 18802 22158 24505 25835 29929 35080 65535 50336
2025-05-21T10:25:15:786Z 9699 13997 18791 22147 24494 25813 29918 35060 65535 50305
2025-05-21T10:25:16:818Z 9695 13989 18771 22133 24483 25804 29905 35044 65535 50293
2025-05-21T10:25:17:850Z 9691 13976 18772 22121 24460 25784 29892 35009 65535 50305
2025-05-21T10:25:18:883Z 9690 13973 18761 22111 24452 25775 29882 34995 65535 50321
2025-05-21T10:25:19:917Z 9684 13963 18751 22103 24424 25758 29843 34977 65535 50274
2025-05-21T10:25:20:950Z 9679 13953 18735 22083 24423 25745 29844 34941 65535 50249
2025-05-21T10:25:21:984Z 9672 13941 18728 22075 24407 25723 29829 34927 65535 50238
2025-05-21T10:25:22:017Z 9672 13939 18718 22061 24405 25716 29806 34916 65535 50254
2025-05-21T10:25:23:049Z 9664 13930 18706 22049 24387 25703 29792 34879 65535 50241
2025-05-21T10:25:24:081Z 9664 13924 18698 22044 24374 25679 29782 34872 65535 50224
2025-05-21T10:25:25:115Z 9656 13914 18687 22031 24366 25675 29770 34852 65535 50226
2025-05-21T10:25:26:146Z 9653 13902 18680 22014 24346 25659 29753 34819 65535 50171
