METADATA
initial_wait_s: 30
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 0
country: usa
place: discobay
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: as7341
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-05-21T09:27:04:038Z
DATA
TIME F1-415nm F2-445nm F3-480nm F4-515nm F5-555nm F6-590nm F7-630nm F8-680nm Clear Near-IR
2025-05-21T10:30:57:891Z 5768 8892 12571 15025 16832 17162 20610 22616 65535 12624
2025-05-21T10:30:58:918Z 5316 8215 11772 14226 16264 16572 19790 21469 63245 10004
2025-05-21T10:30:59:945Z 5030 7788 11280 13739 15753 16044 19004 20345 58892 7799
2025-05-21T10:31:00:971Z 4692 7290 10712 13159 15220 15487 18204 19242 55231 6297
2025-05-21T10:31:01:000Z 4357 6807 10123 12576 14855 15112 17638 18473 52160 5362
2025-05-21T10:31:02:026Z 4014 6339 9526 11987 14318 14537 16847 17351 48412 4386
2025-05-21T10:31:03:053Z 3715 5919 8983 11466 13833 14016 16091 16298 45136 3649
2025-05-21T10:31:04:080Z 3451 5571 8527 11027 13380 13488 15420 15360 42718 3215
2025-05-21T10:31:05:106Z 3289 5349 8224 10730 13000 13012 14854 14588 41160 2960
2025-05-21T10:31:06:133Z 3022 4996 7737 10201 12494 12408 14113 13587 38988 2655
2025-05-21T10:31:07:159Z 2855 4752 7406 9860 12160 12074 13610 12932 37133 2447
2025-05-21T10:31:08:184Z 2712 4543 7125 9548 12001 11889 13368 12642 36751 2402
2025-05-21T10:31:09:211Z 2604 4379 6912 9277 11747 11621 12989 12178 35799 2303
2025-05-21T10:31:10:237Z 2484 4185 6651 8996 11414 11290 12526 11597 34366 2171
2025-05-21T10:31:11:264Z 2343 3958 6346 8657 11091 10966 12063 11039 32845 2043
2025-05-21T10:31:12:290Z 2193 3709 6016 8262 10682 10534 11463 10376 31394 1936
2025-05-21T10:31:13:317Z 2105 3553 5821 7987 10387 10236 11047 9920 30275 1862
2025-05-21T10:31:14:345Z 2019 3404 5619 7757 10276 10137 10915 9726 29645 1812
2025-05-21T10:31:15:372Z 2017 3406 5614 7799 10247 10117 10850 9619 29272 1777
2025-05-21T10:31:16:398Z 1981 3344 5537 7714 10089 9962 10620 9354 28690 1738
2025-05-21T10:31:17:425Z 1872 3157 5277 7415 9813 9705 10254 8925 27652 1664
2025-05-21T10:31:18:452Z 1803 3043 5115 7246 9550 9461 9910 8517 26673 1593
2025-05-21T10:31:19:479Z 1717 2893 4904 7012 9343 9280 9653 8229 25967 1547
2025-05-21T10:31:20:508Z 1656 2785 4754 6830 9167 9107 9418 7985 25451 1519
2025-05-21T10:31:21:534Z 1592 2673 4599 6633 8942 8888 9113 7642 24596 1465
2025-05-21T10:31:22:561Z 1505 2523 4378 6372 8675 8631 8770 7264 23676 1405
2025-05-21T10:31:23:588Z 1438 2404 4205 6169 8371 8340 8380 6828 22497 1324
2025-05-21T10:31:24:615Z 1373 2289 4036 5987 8310 8301 8295 6728 22323 1308
2025-05-21T10:31:25:641Z 1351 2251 3978 5931 8053 8054 7951 6364 21466 1252
2025-05-21T10:31:26:668Z 1264 2097 3751 5660 7859 7873 7693 6086 20728 1203
2025-05-21T10:31:27:696Z 1229 2034 3659 5545 7695 7715 7482 5865 20188 1170
2025-05-21T10:31:29:723Z 1184 1952 3536 5398 7557 7593 7309 5692 19850 1147
2025-05-21T10:31:30:750Z 1141 1874 3419 5262 7371 7423 7069 5451 19294 1111
2025-05-21T10:31:31:776Z 1092 1782 3280 5089 7162 7216 6794 5179 18596 1068
2025-05-21T10:31:32:803Z 1031 1675 3117 4871 6927 6977 6508 4890 17814 1023
2025-05-21T10:31:33:830Z 989 1599 3001 4717 6725 6773 6265 4650 17111 983
2025-05-21T10:31:34:855Z 949 1527 2888 4571 6563 6616 6067 4460 16660 955
2025-05-21T10:31:35:884Z 900 1438 2748 4389 6405 6471 5863 4261 16053 919
2025-05-21T10:31:36:910Z 862 1367 2636 4247 6236 6310 5652 4063 15556 890
2025-05-21T10:31:37:937Z 832 1308 2545 4135 6078 6155 5461 3885 15176 870
2025-05-21T10:31:38:963Z 795 1241 2438 3998 6000 6086 5365 3792 14795 847
2025-05-21T10:31:39:990Z 774 1202 2374 3908 5806 5892 5149 3588 14203 815
2025-05-21T10:31:40:017Z 732 1130 2257 3753 5719 5812 5049 3495 13908 799
2025-05-21T10:31:41:056Z 713 1094 2198 3677 5632 5733 4945 3399 13667 787
2025-05-21T10:31:42:084Z 684 1039 2110 3562 5477 5585 4775 3250 13301 768
2025-05-21T10:31:43:110Z 664 1001 2048 3479 5353 5456 4636 3124 13023 753
2025-05-21T10:31:44:137Z 637 956 1966 3363 5244 5350 4513 3014 12595 729
2025-05-21T10:31:45:163Z 616 922 1909 3282 5154 5257 4416 2922 12344 715
2025-05-21T10:31:46:189Z 556 823 1735 3034 4874 4978 4116 2649 11367 661
2025-05-21T10:31:47:216Z 537 791 1680 2955 4795 4900 4026 2574 11168 651
2025-05-21T10:31:48:245Z 518 757 1620 2877 4685 4798 3906 2479 10985 642
2025-05-21T10:31:49:272Z 501 722 1563 2797 4558 4678 3768 2374 10731 630
2025-05-21T10:31:50:299Z 479 682 1491 2691 4433 4558 3627 2263 10374 611
2025-05-21T10:31:51:326Z 462 651 1434 2608 4319 4446 3504 2163 10019 591
2025-05-21T10:31:52:352Z 432 604 1344 2470 4166 4296 3342 2025 9460 559
2025-05-21T10:31:53:378Z 410 568 1277 2369 4063 4200 3238 1939 9142 542
2025-05-21T10:31:54:415Z 388 532 1209 2267 3975 4113 3151 1873 8931 531
2025-05-21T10:31:55:462Z 377 512 1171 2209 3849 3990 3025 1779 8634 516
2025-05-21T10:31:56:489Z 354 475 1099 2094 3690 3828 2864 1659 8229 494
2025-05-21T10:31:57:516Z 333 441 1031 1984 3552 3694 2733 1565 7872 475
2025-05-21T10:31:58:542Z 313 409 968 1881 3409 3547 2598 1468 7511 455
2025-05-21T10:31:59:569Z 295 383 912 1790 3288 3427 2487 1390 7218 439
2025-05-21T10:32:00:595Z 281 360 866 1714 3234 3373 2439 1357 7070 431
2025-05-21T10:32:01:621Z 279 358 862 1702 3175 3311 2394 1334 7008 430
2025-05-21T10:32:02:650Z 263 331 807 1611 3038 3182 2261 1234 6575 405
2025-05-21T10:32:03:676Z 254 319 780 1565 2996 3138 2218 1200 6404 395
2025-05-21T10:32:04:703Z 242 301 741 1498 2903 3047 2134 1140 6159 380
2025-05-21T10:32:06:729Z 227 278 691 1414 2781 2927 2024 1062 5832 360
2025-05-21T10:32:07:756Z 216 262 656 1353 2715 2860 1967 1025 5678 352
2025-05-21T10:32:08:782Z 208 250 630 1309 2633 2777 1899 982 5499 343
2025-05-21T10:32:09:808Z 200 239 606 1266 2580 2722 1858 956 5380 338
2025-05-21T10:32:10:835Z 192 228 581 1217 2486 2622 1774 897 5078 319
2025-05-21T10:32:11:863Z 183 216 553 1166 2423 2558 1725 866 4914 310
2025-05-21T10:32:12:890Z 172 200 516 1098 2279 2414 1601 786 4526 286
2025-05-21T10:32:13:916Z 160 184 480 1030 2219 2353 1550 755 4383 278
2025-05-21T10:32:14:943Z 151 172 451 976 2115 2247 1460 699 4128 262
2025-05-21T10:32:15:969Z 142 159 421 920 2033 2165 1394 660 3969 252
2025-05-21T10:32:16:995Z 138 154 407 894 2000 2133 1364 642 3907 248
2025-05-21T10:32:17:021Z 132 146 390 863 1947 2078 1321 616 3801 242
2025-05-21T10:32:18:049Z 126 138 368 824 1869 1999 1259 578 3605 231
2025-05-21T10:32:19:075Z 119 129 347 783 1789 1917 1199 542 3397 218
2025-05-21T10:32:20:102Z 111 118 321 730 1714 1842 1145 510 3209 207
2025-05-21T10:32:21:128Z 108 115 311 710 1724 1850 1155 516 3227 208
2025-05-21T10:32:22:155Z 107 114 310 708 1669 1792 1118 495 3058 198
2025-05-21T10:32:23:181Z 100 107 290 667 1567 1689 1050 456 2767 180
2025-05-21T10:32:24:208Z 93 98 269 622 1507 1627 1012 433 2563 167
2025-05-21T10:32:25:237Z 89 93 255 592 1430 1549 961 404 2312 151
2025-05-21T10:32:26:262Z 83 86 236 552 1373 1493 923 384 2133 139
2025-05-21T10:32:27:288Z 78 81 222 524 1306 1426 875 358 1951 127
2025-05-21T10:32:28:315Z 73 75 206 491 1250 1370 833 336 1817 118
2025-05-21T10:32:29:342Z 69 69 191 460 1201 1319 794 317 1696 110
2025-05-21T10:32:30:368Z 66 67 184 445 1140 1259 750 296 1554 100
2025-05-21T10:32:31:395Z 62 62 171 416 1107 1226 727 284 1466 94
2025-05-21T10:32:32:421Z 59 58 161 396 1053 1171 684 263 1357 86
2025-05-21T10:32:33:450Z 56 54 149 369 1005 1122 648 247 1250 79
2025-05-21T10:32:34:476Z 53 51 140 350 976 1094 626 237 1176 74
2025-05-21T10:32:35:503Z 50 47 131 329 931 1048 591 222 1083 67
2025-05-21T10:32:36:530Z 48 45 124 313 902 1020 569 212 1022 63
2025-05-21T10:32:37:557Z 46 43 118 301 872 990 545 202 963 59
2025-05-21T10:32:38:583Z 44 40 111 285 847 963 524 193 924 56
2025-05-21T10:32:39:610Z 42 38 105 271 802 917 491 179 856 52
2025-05-21T10:32:40:635Z 42 37 103 267 798 914 490 179 843 51
2025-05-21T10:32:41:664Z 42 37 102 267 801 917 491 180 840 51
2025-05-21T10:32:42:690Z 43 38 106 273 812 929 499 184 852 51
2025-05-21T10:32:44:717Z 43 38 106 272 811 930 500 186 842 51
2025-05-21T10:32:45:744Z 44 39 109 277 826 951 523 200 837 50
2025-05-21T10:32:46:780Z 49 44 123 309 799 922 502 193 809 49
2025-05-21T10:32:47:807Z 45 40 112 280 825 958 548 226 807 49
2025-05-21T10:32:48:834Z 68 66 178 413 1183 1342 847 397 1243 75
2025-05-21T10:32:49:860Z 100 107 277 610 1193 1363 890 431 1191 71
2025-05-21T10:32:50:889Z 115 127 315 651 1749 1931 1386 765 1901 111
2025-05-21T10:32:51:916Z 170 205 486 959 1766 1957 1424 798 1867 109
2025-05-21T10:32:52:942Z 168 202 472 907 1923 2096 1666 1075 1874 112
2025-05-21T10:32:53:969Z 325 454 931 1558 2649 2791 2413 1773 2935 172
2025-05-21T10:32:54:995Z 393 571 1115 1768 2360 2474 2263 1766 2396 141
2025-05-21T10:32:55:021Z 550 826 1453 2069 3664 3842 3886 3709 4305 258
2025-05-21T10:32:56:072Z 923 1417 2307 3104 3690 3857 4034 3934 2885 186
2025-05-21T10:32:57:120Z 977 1492 2318 3029 4464 4655 5261 5654 3211 311
2025-05-21T10:32:58:371Z 3638 5569 7604 9230 13536 14172 16624 19541 48944 19587
2025-05-21T10:32:59:623Z 6064 9205 12397 14745 16146 16801 20027 23036 65535 37427
2025-05-21T10:33:01:715Z 5974 8783 11919 14057 15265 16002 19040 21744 65535 40799
2025-05-21T10:33:02:741Z 5984 9068 12482 14503 17456 18244 22478 24857 65535 45422
2025-05-21T10:33:03:768Z 6509 9938 13307 16232 18555 20008 23284 27141 65535 43328
2025-05-21T10:33:04:796Z 7089 10294 14082 16591 17461 18756 21414 25293 65535 41131
2025-05-21T10:33:05:823Z 6554 9331 12927 14873 15001 15392 18418 21270 65535 37993
2025-05-21T10:33:06:849Z 5218 7657 10656 12314 12577 12321 15988 17414 55012 30108
2025-05-21T10:33:07:875Z 4333 6541 8900 10547 11243 11263 14324 15706 38280 22846
2025-05-21T10:33:08:902Z 4285 6363 8595 10317 12158 12490 15372 17561 43488 23009
2025-05-21T10:33:09:928Z 4636 6874 9394 11054 10567 10828 13417 15039 34606 21338
2025-05-21T10:33:10:957Z 3832 5471 7566 8765 9473 9686 11992 13495 35493 21763
2025-05-21T10:33:11:984Z 3788 5490 7472 8876 8861 9105 11276 12785 36912 21582
2025-05-21T10:33:12:009Z 3150 4247 5835 6995 10871 11584 13848 15544 53747 26277
2025-05-21T10:33:13:036Z 5057 7832 10729 12231 7086 7166 8599 9778 29815 20303
2025-05-21T10:33:14:062Z 1670 2451 3229 3611 4416 4358 5361 6089 33884 20155
2025-05-21T10:33:15:089Z 1443 2118 2779 3121 2901 2841 3714 3849 18845 15495
2025-05-21T10:33:16:115Z 1025 1596 1901 2521 2550 2542 3357 3379 15725 14032
2025-05-21T10:33:17:156Z 1210 1838 2272 2841 3004 2809 3895 3705 17239 14426
2025-05-21T10:33:18:185Z 1179 1687 2132 2662 2823 2885 3684 3852 15895 14206
2025-05-21T10:33:19:212Z 1209 1715 2175 2699 2840 2922 3697 3928 15868 14203
2025-05-21T10:33:20:240Z 1220 1757 2237 2771 2946 2989 3854 3973 16274 14354
2025-05-21T10:33:21:267Z 1222 1766 2255 2787 2917 2957 3833 3949 16100 14134
2025-05-21T10:33:22:296Z 1222 1782 2261 2823 2360 2513 3047 3361 15004 13312
2025-05-21T10:33:23:326Z 1105 1604 1939 2628 2845 2967 3893 3807 18349 14508
2025-05-21T10:33:24:325Z 1235 1824 2254 3043 2907 3024 4001 3892 17449 13983
2025-05-21T10:33:25:354Z 1217 1810 2248 2984 2994 3071 4084 3956 17491 14206
2025-05-21T10:33:26:380Z 1251 1849 2322 2928 3160 3280 3966 4432 19559 15827
2025-05-21T10:33:27:408Z 1413 2111 2690 3184 5036 5276 5955 7150 23963 16725
2025-05-21T10:33:28:436Z 2517 3836 5139 5946 2659 2946 3276 3924 15430 12374
2025-05-21T10:33:29:464Z 816 1117 1473 1719 2307 2451 3015 3554 14888 9479
2025-05-21T10:33:30:495Z 917 1321 1786 2132 2250 2387 2933 3467 14524 9369
2025-05-21T10:33:31:522Z 896 1287 1741 2066 2217 2352 2883 3417 14364 9292
2025-05-21T10:33:32:550Z 889 1278 1730 2055 2204 2338 2869 3401 14302 9243
2025-05-21T10:33:33:578Z 888 1275 1727 2047 2217 2351 2884 3421 14409 9283
2025-05-21T10:33:34:606Z 893 1284 1738 2067 2222 2352 2890 3423 14427 9284
2025-05-21T10:33:35:634Z 887 1275 1726 2050 2204 2332 2859 3395 14358 9253
2025-05-21T10:33:36:662Z 889 1277 1728 2051 2221 2350 2878 3418 14456 9303
2025-05-21T10:33:37:694Z 893 1284 1739 2061 2239 2368 2904 3444 14606 9349
2025-05-21T10:33:39:722Z 979 1418 1918 2299 3116 3311 4050 4758 19309 11557
2025-05-21T10:33:40:750Z 1348 1999 2698 3264 3597 3852 4719 5501 21772 12743
2025-05-21T10:33:41:778Z 3719 5574 7595 9010 10494 11281 13206 15464 61210 28905
2025-05-21T10:33:42:805Z 3997 6025 8186 9706 10612 11403 13326 15661 61844 29223
2025-05-21T10:33:43:834Z 4006 6033 8205 9734 10613 11404 13340 15647 61735 29173
2025-05-21T10:33:44:864Z 4019 6057 8235 9768 10748 11533 13465 15855 62662 29692
2025-05-21T10:33:45:893Z 3353 4988 6818 7987 7842 8346 9700 11735 42621 24100
2025-05-21T10:33:46:921Z 2923 4231 5884 6574 7275 7658 8852 10925 41928 24422
2025-05-21T10:33:47:949Z 2876 4172 5798 6447 7260 7615 8792 10885 41861 24403
2025-05-21T10:33:48:977Z 2829 4094 5692 6305 6774 7081 8163 10107 40384 23948
2025-05-21T10:33:49:005Z 2535 3625 5007 5591 6582 6827 7997 9807 40289 23995
2025-05-21T10:33:50:052Z 2681 3857 5352 6022 6986 7343 8530 10461 40571 23988
2025-05-21T10:33:51:083Z 2802 4180 5738 6553 7924 8308 9862 11701 42161 23510
2025-05-21T10:33:52:111Z 2919 4463 5995 7124 7737 8144 9675 11461 42223 23424
2025-05-21T10:33:53:139Z 2838 4354 5831 6926 7566 7985 9552 11290 41399 23140
2025-05-21T10:33:54:168Z 2777 4271 5705 6783 7002 7412 8868 10591 39681 22294
2025-05-21T10:33:55:196Z 2424 3662 4891 5763 6576 6904 8309 9925 37997 21610
2025-05-21T10:33:56:224Z 2588 3906 5260 6166 7626 7990 9488 11308 41859 23173
2025-05-21T10:33:57:274Z 2888 4353 5923 6862 7593 7937 9395 11106 41991 23199
2025-05-21T10:33:58:321Z 2853 4259 5824 6742 7526 7866 9318 10982 41878 23168
2025-05-21T10:33:59:348Z 2847 4240 5812 6714 7526 7866 9314 10965 41895 23183
2025-05-21T10:34:00:377Z 2812 4173 5722 6623 7307 7621 9149 10686 41446 23141
2025-05-21T10:34:01:405Z 2887 4375 5952 6912 8741 9181 10750 12638 46381 24183
2025-05-21T10:34:02:433Z 2904 4223 5875 6614 5465 5909 6587 8318 34469 21345
2025-05-21T10:34:03:461Z 2312 3199 4297 5005 4576 5145 5592 7018 30014 20258
2025-05-21T10:34:04:492Z 2036 2750 3704 4255 5103 5569 6148 7698 29368 20603
2025-05-21T10:34:05:520Z 2012 2781 3787 4320 4731 5041 5883 7147 26575 19072
2025-05-21T10:34:06:548Z 2011 2917 3958 4504 5314 5693 6590 8320 25646 16815
2025-05-21T10:34:07:576Z 2044 3065 4103 4845 4670 4978 5809 7105 21680 13686
2025-05-21T10:34:08:604Z 1769 2498 3419 3903 4404 4653 5566 6670 26411 19035
2025-05-21T10:34:09:632Z 1678 2326 3167 3647 4197 4407 5264 6292 25686 18721
2025-05-21T10:34:10:663Z 1848 2560 3493 3947 4446 4736 5427 6818 27275 19529
2025-05-21T10:34:11:691Z 1923 2650 3610 4055 4692 5010 5746 7014 28845 20486
2025-05-21T10:34:13:718Z 1897 2623 3578 4099 4094 4259 5019 6028 24671 17745
2025-05-21T10:34:14:746Z 1877 2729 3787 4149 4704 4967 5694 6815 23970 16552
2025-05-21T10:34:15:774Z 1528 2250 2919 3591 3651 3945 4852 5429 22505 14897
2025-05-21T10:34:16:801Z 1304 1849 2399 2964 3481 3742 4613 5108 22418 14330
2025-05-21T10:34:17:830Z 1569 2369 3082 3807 4240 4543 5575 6132 24628 15214
2025-05-21T10:34:18:861Z 1642 2495 3302 3961 3830 4169 5370 6213 23791 15310
2025-05-21T10:34:19:889Z 1605 2388 3161 3806 4172 4536 5826 6750 24876 16083
2025-05-21T10:34:20:917Z 1732 2581 3430 4118 4087 4410 5314 6204 22928 15189
2025-05-21T10:34:21:945Z 1747 2597 3462 4145 4805 5089 5980 6894 24925 16840
2025-05-21T10:34:22:973Z 2087 3065 4191 4767 5579 5981 6858 8316 27604 18963
2025-05-21T10:34:23:001Z 2259 3238 4377 5096 5637 6053 6896 8368 28238 19580
2025-05-21T10:34:24:032Z 2317 3337 4532 5223 5581 6071 6992 8337 28452 19816
2025-05-21T10:34:25:061Z 2248 3193 4327 5095 5411 5855 6788 8014 27590 19349
2025-05-21T10:34:26:089Z 2026 2954 3975 4716 5237 5820 6955 8078 39151 19571
2025-05-21T10:34:27:117Z 2082 3266 4044 5008 5374 5861 6990 8123 42553 21322
2025-05-21T10:34:28:145Z 2325 3775 4695 5605 6364 6841 7850 9816 44335 21749
2025-05-21T10:34:29:171Z 2331 3713 4725 5530 5232 5831 6636 8089 38173 19918
2025-05-21T10:34:30:199Z 2531 4061 5139 6166 6694 7347 8257 10329 45367 21994
2025-05-21T10:34:31:230Z 2666 4411 5504 6785 3377 3642 4535 5248 22599 15371
2025-05-21T10:34:32:258Z 2194 3170 4282 5237 11856 12795 15178 17571 56261 27198
2025-05-21T10:34:33:286Z 5411 8392 11421 13470 16378 17434 20812 23555 63521 27751
2025-05-21T10:34:34:314Z 4075 6150 8330 9999 7355 7785 9043 10518 50730 24872
2025-05-21T10:34:35:342Z 1349 1772 2392 2606 2646 2536 3290 3855 31396 22015
2025-05-21T10:34:36:369Z 1095 1384 1885 2021 2356 2177 2976 3319 28623 21195
2025-05-21T10:34:37:400Z 1310 1718 2310 2570 2975 2971 3609 4429 34797 22832
2025-05-21T10:34:38:428Z 1098 1461 1933 2093 2613 2455 3370 3891 29988 22030
2025-05-21T10:34:39:456Z 965 1318 1707 1971 1995 1713 2745 2643 21201 18751
2025-05-21T10:34:40:485Z 1007 1396 1788 2070 2423 2067 3314 3419 25325 20261
2025-05-21T10:34:41:513Z 862 1193 1514 1855 2185 1766 2964 2871 22889 19351
2025-05-21T10:34:42:541Z 848 1191 1502 1890 2316 2018 3312 3298 19215 16476
2025-05-21T10:34:43:569Z 743 1118 1343 1775 1448 1528 1892 2079 11102 9053
2025-05-21T10:34:44:599Z 565 801 981 1192 1162 1262 1584 1923 7826 6471
2025-05-21T10:34:45:627Z 571 784 952 1080 1014 1111 1186 1445 8587 8158
2025-05-21T10:34:46:655Z 596 804 1021 1157 1774 1838 2056 2581 14927 11458
2025-05-21T10:34:47:683Z 880 1219 1546 1771 1939 2026 2244 2872 15981 12038
2025-05-21T10:34:49:711Z 881 1221 1551 1777 1948 2008 2246 2844 15916 11956
2025-05-21T10:34:50:739Z 876 1214 1546 1762 1951 2027 2257 2871 16149 12079
2025-05-21T10:34:51:767Z 879 1222 1557 1776 1949 2023 2250 2867 16242 12099
2025-05-21T10:34:52:798Z 872 1205 1540 1744 2006 2060 2326 2895 16653 12379
2025-05-21T10:34:53:826Z 942 1300 1672 1916 2147 2194 2529 3072 17471 12831
2025-05-21T10:34:54:854Z 946 1318 1689 1936 2133 2186 2498 3073 17426 12770
2025-05-21T10:34:55:890Z 952 1328 1700 1949 2184 2244 2563 3164 17611 12887
2025-05-21T10:34:56:919Z 963 1349 1721 1980 2190 2252 2572 3178 17594 12895
2025-05-21T10:34:57:947Z 972 1360 1748 1999 2310 2342 2729 3274 18797 13464
2025-05-21T10:34:58:985Z 993 1374 1796 2032 2312 2339 2749 3271 18746 13425
2025-05-21T10:34:59:024Z 1009 1399 1827 2068 2371 2399 2816 3354 19060 13607
2025-05-21T10:35:00:052Z 1014 1406 1840 2080 2355 2382 2796 3331 18987 13563
2025-05-21T10:35:01:080Z 1007 1394 1823 2062 2249 2281 2684 3192 18147 13076
2025-05-21T10:35:02:108Z 962 1326 1721 1963 2169 2200 2595 3077 17511 12683
2025-05-21T10:35:03:136Z 935 1285 1673 1902 2054 2078 2464 2911 16771 12210
2025-05-21T10:35:04:164Z 693 967 1228 1422 1116 1203 1312 1618 9911 8841
2025-05-21T10:35:05:194Z 473 634 722 840 1073 1280 1262 1681 10633 8657
2025-05-21T10:35:06:222Z 504 681 804 908 756 844 948 1139 7332 7716
2025-05-21T10:35:07:250Z 438 613 675 849 752 808 937 1074 6569 7000
2025-05-21T10:35:08:278Z 401 590 642 791 799 867 971 1208 7928 7767
2025-05-21T10:35:09:306Z 642 905 1141 1240 1246 1453 1430 2005 12558 9338
2025-05-21T10:35:10:334Z 592 820 1018 1104 1078 1302 1255 1737 11066 8466
2025-05-21T10:35:11:363Z 586 843 1037 1149 1189 1395 1416 1924 10658 7869
2025-05-21T10:35:12:393Z 546 797 942 1085 993 1124 1199 1551 9209 7388
2025-05-21T10:35:13:421Z 433 633 719 850 962 1116 1095 1506 9960 8156
2025-05-21T10:35:14:449Z 484 695 810 939 920 1103 1078 1437 8849 7266
2025-05-21T10:35:15:477Z 557 822 973 1127 1084 1217 1319 1749 9410 7510
2025-05-21T10:35:16:505Z 536 784 915 1060 1188 1433 1375 1931 11307 8182
2025-05-21T10:35:17:532Z 645 871 1111 1195 1203 1389 1322 1770 11000 8466
2025-05-21T10:35:18:560Z 636 884 1113 1238 1493 1713 1659 2248 12857 8936
2025-05-21T10:35:19:591Z 524 730 908 1023 1358 1574 1681 2252 11443 7947
2025-05-21T10:35:20:619Z 629 887 1129 1332 1038 1188 1152 1516 9796 8162
2025-05-21T10:35:21:647Z 563 778 965 1083 1055 1174 1186 1501 10032 8261
2025-05-21T10:35:22:675Z 508 673 866 974 1103 1239 1234 1565 9803 7785
2025-05-21T10:35:24:703Z 544 729 931 1038 1080 1147 1235 1489 9822 8148
2025-05-21T10:35:25:731Z 555 742 945 1057 1114 1188 1235 1542 10232 8501
2025-05-21T10:35:26:759Z 512 696 884 995 1054 1161 1212 1487 9337 7529
2025-05-21T10:35:27:789Z 576 776 1004 1111 1121 1222 1251 1561 9791 7913
2025-05-21T10:35:28:817Z 524 707 888 1013 1035 1132 1251 1476 8887 7336
2025-05-21T10:35:29:845Z 509 687 874 1006 1104 1214 1325 1602 9262 7700
2025-05-21T10:35:30:873Z 547 754 957 1111 1081 1139 1295 1589 9594 7949
2025-05-21T10:35:31:901Z 514 705 886 1075 979 1069 1286 1507 8444 7233
2025-05-21T10:35:32:929Z 441 601 747 911 902 981 1158 1381 8366 7008
2025-05-21T10:35:33:957Z 450 609 766 923 960 1048 1225 1479 8653 7237
2025-05-21T10:35:34:987Z 524 719 897 1089 1892 1924 2336 2772 14540 11180
2025-05-21T10:35:35:015Z 971 1380 1756 2068 2151 2194 2668 3130 16020 12119
2025-05-21T10:35:36:043Z 895 1250 1579 1894 2044 2102 2542 2994 15212 11705
2025-05-21T10:35:37:071Z 897 1253 1579 1894 2105 2163 2606 3084 15638 12043
2025-05-21T10:35:38:099Z 960 1340 1701 2023 2200 2253 2710 3226 16393 12469
2025-05-21T10:35:39:127Z 892 1238 1581 1876 2019 2066 2514 2951 15325 11711
2025-05-21T10:35:40:156Z 855 1184 1514 1795 1783 1834 2228 2600 14081 10932
2025-05-21T10:35:41:154Z 686 939 1194 1439 1445 1478 1852 2093 11233 9178
2025-05-21T10:35:42:181Z 591 813 1025 1218 1155 1171 1416 1700 9945 8238
2025-05-21T10:35:43:209Z 569 776 989 1142 1839 1864 2304 2689 14030 10928
2025-05-21T10:35:44:236Z 909 1286 1631 1939 2162 2205 2660 3169 16398 12374
2025-05-21T10:35:45:265Z 933 1317 1675 1979 2203 2250 2713 3240 16583 12497
2025-05-21T10:35:46:293Z 975 1389 1760 2070 2224 2290 2704 3313 16629 12588
2025-05-21T10:35:47:321Z 966 1379 1741 2045 2147 2203 2615 3188 16374 12394
2025-05-21T10:35:48:352Z 818 1126 1444 1700 1787 1857 2200 2627 14598 11289
2025-05-21T10:35:49:380Z 809 1120 1429 1671 1782 1843 2173 2620 14162 11071
2025-05-21T10:35:50:408Z 734 1001 1269 1519 1457 1535 1915 2120 11297 9353
2025-05-21T10:35:51:436Z 658 888 1122 1403 1377 1450 1839 1997 10549 8880
2025-05-21T10:35:52:464Z 631 850 1072 1348 1362 1428 1818 1963 10474 8819
2025-05-21T10:35:53:492Z 647 879 1101 1385 1425 1482 1894 2047 10820 9044
2025-05-21T10:35:54:490Z 793 1083 1398 1647 2499 2499 3053 3561 18941 13733
2025-05-21T10:35:55:518Z 1044 1492 1938 2256 2435 2449 2982 3479 18511 13461
2025-05-21T10:35:56:546Z 991 1399 1816 2117 2341 2357 2876 3338 17999 13147
2025-05-21T10:35:57:574Z 963 1353 1760 2045 2195 2211 2692 3139 17288 12722
2025-05-21T10:35:58:602Z 900 1250 1634 1877 2073 2087 2538 2965 16626 12334
2025-05-21T10:35:59:651Z 824 1134 1480 1703 1834 1853 2279 2598 15056 11441
2025-05-21T10:36:01:689Z 778 1050 1380 1592 1757 1792 2196 2497 14377 11126
2025-05-21T10:36:02:719Z 761 1019 1327 1544 1709 1748 2081 2444 14279 11151
2025-05-21T10:36:03:748Z 774 1058 1370 1563 1735 1795 2073 2553 14606 11201
2025-05-21T10:36:04:776Z 786 1087 1391 1592 1759 1831 2102 2608 14585 11213
2025-05-21T10:36:05:804Z 791 1094 1401 1607 1767 1838 2113 2617 14690 11273
