METADATA
initial_wait_s: 15
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 1
country: colombia
place: akuara
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: tcs34725
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-04-16T10:47:11:085Z
DATA
TIME F1-415nm F2-445nm F3-480nm F4-515nm F5-555nm F6-590nm F7-630nm F8-680nm Clear Near-IR
2025-04-16T11:01:10:131Z 36391 43880 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:11:131Z 36386 43878 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:12:131Z 36361 43844 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:13:131Z 36583 44069 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:14:131Z 36602 44075 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:15:131Z 36443 43929 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:16:131Z 36578 44080 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:17:131Z 36707 44165 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:18:131Z 36403 43892 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:19:131Z 36384 43885 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:20:131Z 36432 43926 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:21:131Z 36404 43892 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:22:131Z 36457 43939 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:23:131Z 36430 43917 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:24:131Z 36453 43929 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:25:131Z 36580 44074 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:26:131Z 36436 43923 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:27:131Z 36731 44199 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:28:131Z 36408 43914 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:29:131Z 36440 43933 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:30:131Z 36396 43886 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:31:131Z 36474 43959 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:32:131Z 36429 43921 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:33:131Z 36446 43946 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:34:131Z 36600 44096 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:35:131Z 36426 43925 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:36:131Z 36387 43881 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:37:131Z 36682 44158 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:38:131Z 36708 44171 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:39:131Z 36447 43940 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:40:131Z 36752 44220 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:41:131Z 36720 44209 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:42:131Z 36473 43968 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:43:131Z 36474 43976 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:44:131Z 36670 44152 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:45:131Z 36486 43983 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:46:131Z 36416 43900 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:47:131Z 36600 44088 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:48:131Z 36627 44104 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:49:131Z 36640 44105 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:50:131Z 36653 44114 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:51:131Z 36337 43818 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:52:131Z 36679 44136 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:53:131Z 36336 43823 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:54:131Z 36310 43806 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:55:131Z 36344 43839 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:56:131Z 36366 43841 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:57:131Z 36346 43831 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:58:131Z 36400 43881 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:01:59:131Z 36545 44047 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:00:131Z 36390 43864 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:01:131Z 36562 44057 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:02:131Z 36392 43879 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:03:131Z 36588 44077 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:04:131Z 36399 43890 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:05:131Z 36535 44026 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:06:131Z 36370 43859 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:07:131Z 36317 43797 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:08:131Z 36334 43801 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:09:131Z 36253 43740 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:10:131Z 36341 43813 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:11:131Z 36394 43894 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:12:131Z 36258 43742 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:13:131Z 36255 43736 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:14:131Z 36285 43759 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:15:131Z 36188 43681 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:16:131Z 36267 43726 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:17:131Z 36218 43687 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:18:131Z 36261 43723 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:19:131Z 36257 43728 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:20:131Z 36250 43701 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:21:131Z 36238 43708 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:22:131Z 36234 43704 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:23:131Z 36204 43666 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:24:131Z 36346 43841 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:25:131Z 36184 43653 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:26:131Z 36363 43849 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:27:131Z 36187 43652 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:28:131Z 36218 43680 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:29:131Z 36207 43661 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:30:131Z 36213 43651 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:31:131Z 36196 43653 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:32:131Z 36182 43641 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:33:131Z 36290 43773 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:34:131Z 36179 43621 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:35:131Z 36177 43612 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:36:131Z 36152 43605 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:37:131Z 36152 43607 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:38:131Z 36150 43598 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:39:131Z 36158 43606 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:40:131Z 36141 43574 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:41:131Z 36142 43576 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:42:131Z 36258 43727 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:43:131Z 36145 43584 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:44:131Z 36170 43618 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:45:131Z 36231 43704 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:46:131Z 36145 43577 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:47:131Z 36274 43742 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:48:131Z 36139 43560 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:49:131Z 36276 43742 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:50:131Z 36136 43552 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:51:131Z 36265 43726 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:52:131Z 36274 43748 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:53:131Z 36282 43751 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:54:131Z 36264 43743 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:55:131Z 36139 43573 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:56:131Z 36142 43570 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:57:131Z 36147 43591 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:58:131Z 36410 43826 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:02:59:131Z 36143 43550 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:00:131Z 36139 43559 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:01:131Z 36143 43575 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:02:131Z 36146 43580 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:03:131Z 36364 43781 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:04:131Z 36117 43538 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:05:131Z 36131 43530 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:06:131Z 36345 43773 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:07:131Z 36098 43522 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:08:131Z 36142 43573 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:09:131Z 36098 43540 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:10:131Z 36159 43611 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:11:131Z 36153 43607 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:12:131Z 36257 43749 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:13:131Z 36148 43609 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:14:131Z 36191 43645 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:15:131Z 36157 43620 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:16:131Z 36137 43586 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:17:131Z 36189 43674 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:18:131Z 36167 43637 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:19:131Z 36152 43620 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:20:131Z 36291 43802 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:21:131Z 36158 43640 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:22:131Z 36292 43815 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:23:131Z 36484 43935 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:24:131Z 36156 43651 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:25:131Z 36170 43679 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:26:131Z 36167 43681 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:27:131Z 36276 43803 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:28:131Z 36144 43648 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:29:131Z 35862 43328 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:30:131Z 35397 42803 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:31:131Z 34492 41895 50601 50601 50601 49500 50601 50601 50601 50601 65234
2025-04-16T11:03:32:131Z 33988 41356 50601 50601 50601 48929 50601 50601 50601 50601 65234
2025-04-16T11:03:33:131Z 33674 41027 50601 50549 50601 48868 50601 50601 50601 50601 65234
2025-04-16T11:03:34:131Z 33378 40726 50601 50160 50601 48008 50601 50601 50601 50601 65234
2025-04-16T11:03:35:131Z 33054 40366 50601 49734 50601 47735 50601 50601 50601 50601 65234
2025-04-16T11:03:36:131Z 34103 41471 50601 50601 50601 50221 50601 50601 50601 50601 65234
2025-04-16T11:03:37:131Z 36003 43479 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:38:131Z 36553 44069 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:39:131Z 36603 44133 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:40:131Z 36730 44254 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:41:131Z 36702 44234 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:42:131Z 36695 44243 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:43:131Z 36983 44528 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:44:131Z 36792 44338 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:45:131Z 37000 44542 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:46:131Z 36768 44316 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:47:131Z 37147 44686 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:48:131Z 36899 44446 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:49:131Z 36874 44423 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:50:131Z 36941 44481 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:51:131Z 36961 44519 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:52:131Z 36985 44528 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:53:131Z 36995 44534 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:54:131Z 37273 44801 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:55:131Z 37302 44830 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:56:131Z 37073 44605 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:57:131Z 37085 44619 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:58:131Z 37298 44834 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:03:59:131Z 37146 44690 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:00:131Z 37158 44694 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:01:131Z 37352 44894 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:02:131Z 37442 44964 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:03:131Z 37193 44730 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:04:131Z 37253 44797 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:05:131Z 37207 44748 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:06:131Z 37180 44729 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:07:131Z 37188 44739 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:08:131Z 37220 44761 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:09:131Z 37214 44753 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:10:131Z 37238 44775 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:11:131Z 37229 44770 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:12:131Z 37191 44747 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:13:131Z 37233 44770 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:14:131Z 37203 44741 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:15:131Z 37192 44734 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:16:131Z 37208 44745 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:17:131Z 37444 44970 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:18:131Z 37180 44721 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:19:131Z 37204 44737 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:20:131Z 37220 44764 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:21:131Z 37269 44799 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:22:131Z 37241 44783 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:23:131Z 37204 44743 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:24:131Z 37488 45015 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:25:131Z 37238 44787 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:26:131Z 37258 44811 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:27:131Z 37220 44774 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:28:131Z 37517 45048 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:29:131Z 37227 44777 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:30:131Z 37185 44744 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:31:131Z 37209 44768 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:32:131Z 37255 44808 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:33:131Z 37237 44787 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:34:131Z 37253 44807 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:35:131Z 37186 44754 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:36:131Z 37238 44792 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:37:131Z 37517 45056 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:38:131Z 37504 45044 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:39:131Z 37479 45028 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:40:131Z 37259 44829 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:41:131Z 37275 44845 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:42:131Z 37360 44902 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:43:131Z 37282 44848 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:44:131Z 37329 44884 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:45:131Z 37353 44931 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:46:131Z 37351 44931 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:47:131Z 37365 44930 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:48:131Z 37609 45156 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:49:131Z 37441 45007 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:50:131Z 37711 45256 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:51:131Z 37459 45032 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:52:131Z 37444 45030 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:53:131Z 37406 45004 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:54:131Z 37499 45088 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:55:131Z 37912 45419 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:56:131Z 37540 45125 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:57:131Z 37533 45126 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:58:131Z 37596 45183 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:04:59:131Z 37590 45199 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:00:131Z 37950 45483 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:01:131Z 37607 45205 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:02:131Z 37646 45246 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:03:131Z 37951 45505 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:04:131Z 37661 45260 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:05:131Z 37642 45240 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:06:131Z 37654 45260 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:07:131Z 37951 45516 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:08:131Z 37711 45312 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:09:131Z 37732 45332 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:10:131Z 37757 45375 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:11:131Z 37950 45565 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:12:131Z 37833 45420 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:13:131Z 37852 45432 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:14:131Z 37841 45449 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:15:131Z 37952 45680 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:16:131Z 37867 45477 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:17:131Z 37961 45716 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:18:131Z 37950 45564 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:19:131Z 37925 45531 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:20:131Z 37950 45566 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:21:131Z 37958 45713 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:22:131Z 37999 45730 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:23:131Z 37952 45598 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:24:131Z 37951 45579 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:25:131Z 37950 45554 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:26:131Z 37887 45495 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:27:131Z 37834 45452 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:28:131Z 37787 45405 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:29:131Z 37859 45449 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:30:131Z 37951 45615 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:31:131Z 37825 45429 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:32:131Z 37766 45386 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:33:131Z 37951 45609 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:34:131Z 37742 45353 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:35:131Z 37785 45394 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:36:131Z 37779 45385 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:37:131Z 37720 45340 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:38:131Z 37724 45343 50601 50601 50601 50601 50601 50601 50601 50601 65234
2025-04-16T11:05:39:131Z 37765 45376 50601 50601 50601 50601 50601 50601 50601 50601 65234
