METADATA
initial_wait_s: 30
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 0
country: usa
place: discobay
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: tcs34725
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-02-26T10:14:01:032Z
DATA
TIME L0 L1 L2 L3 L4 L5 L6 L7 L8 L9 L10 L11
2025-02-26T10:41:18:051Z 23974 40472 50601 50601 50601 8236 50601 50601 50601 50601 50601 7529
2025-02-26T10:41:19:051Z 21041 37264 50601 50601 50601 6973 50601 50601 50601 50601 50601 7500
2025-02-26T10:41:20:051Z 23101 39553 50601 50601 50601 7011 50601 50601 50601 50601 50601 6937
2025-02-26T10:41:21:051Z 23115 39842 50601 50601 50601 7036 50601 50601 50601 50601 50601 6992
2025-02-26T10:41:22:051Z 23789 40489 50601 50601 50601 7306 50601 50601 50601 50601 50601 6851
2025-02-26T10:41:23:051Z 24577 41440 50601 50601 50601 8137 50601 50601 50601 50601 50601 7831
2025-02-26T10:41:24:051Z 24635 41757 50601 50601 50601 7652 50601 50601 50601 50601 50601 7207
2025-02-26T10:41:25:051Z 22183 38884 50601 50601 50601 7039 50601 50601 50601 50601 50601 8087
2025-02-26T10:41:26:051Z 22893 40528 50601 50601 50601 7832 50601 50601 50601 50601 50601 7098
2025-02-26T10:41:27:051Z 23552 40613 50601 50601 50601 7426 50601 50601 50601 50601 50601 7006
2025-02-26T10:41:28:051Z 50107 50601 50601 50601 50601 9208 50601 50601 50601 50601 50601 8493
2025-02-26T10:41:29:051Z 24937 44760 50601 50601 50601 6291 50601 50601 50601 50601 50601 5564
2025-02-26T10:41:30:051Z 16467 33521 50601 50601 50601 5504 50601 50601 50601 50601 50601 5500
2025-02-26T10:41:31:051Z 17595 36655 50601 50601 50601 6012 50601 50601 50601 50601 50601 5528
2025-02-26T10:41:32:051Z 16390 33418 50601 50601 50601 5479 50601 50601 50601 50601 50601 5689
2025-02-26T10:41:33:051Z 16934 31180 50601 50601 50601 5181 50601 50601 50601 48830 50601 5619
2025-02-26T10:41:34:051Z 16442 29705 50601 50601 50601 5206 50601 50601 50601 45655 50601 5267
2025-02-26T10:41:35:051Z 16196 28662 50601 50601 50601 5209 50601 50601 50601 42307 50601 5137
2025-02-26T10:41:36:051Z 16192 28435 50601 50601 50601 5329 50601 50601 50601 44448 50601 5757
2025-02-26T10:41:37:051Z 16247 28634 50601 50601 50601 5573 50601 50601 50601 41270 50601 5297
2025-02-26T10:41:38:051Z 15137 26421 50601 50601 50601 5161 50601 50601 50387 37555 50601 4849
2025-02-26T10:41:39:051Z 16230 26891 50601 50601 50601 5917 50601 50601 50601 39564 50601 5330
2025-02-26T10:41:40:051Z 15391 26054 50601 50601 50601 5313 50601 50601 49394 37701 50601 5177
2025-02-26T10:41:41:051Z 15963 26739 50601 50601 50601 6065 50601 50601 50601 40276 50601 5724
2025-02-26T10:41:42:051Z 14710 25625 50601 50601 50601 5004 50601 50601 50480 37915 50601 4814
2025-02-26T10:41:43:051Z 15175 26230 50601 50601 50601 5080 50601 50601 50601 41621 50601 5565
2025-02-26T10:41:44:051Z 15838 26933 50601 50601 50601 5333 50601 50601 50601 38975 50601 5051
2025-02-26T10:41:45:051Z 15497 27184 50601 50601 50601 5454 50601 50601 50601 39522 50601 4952
2025-02-26T10:41:46:051Z 16023 27364 50601 50601 50601 5411 50601 50601 50601 40094 50601 5170
2025-02-26T10:41:47:051Z 16366 27721 50601 50601 50601 5516 50601 50601 50601 41342 50601 5362
2025-02-26T10:41:48:051Z 16133 27353 50601 50601 50601 5321 50601 50601 50601 40053 50601 5133
2025-02-26T10:41:49:051Z 15562 27454 50601 50601 50601 5256 50601 50601 50601 41750 50601 5325
2025-02-26T10:41:50:051Z 16126 27996 50601 50601 50601 5390 50601 50601 50601 40356 50601 5129
2025-02-26T10:41:51:051Z 16175 28100 50601 50601 50601 5344 50601 50601 50601 43388 50601 5637
2025-02-26T10:41:52:051Z 16011 28230 50601 50601 50601 5164 50601 50601 50601 41467 50601 5101
2025-02-26T10:41:53:051Z 15519 27518 50601 50601 50601 5371 50601 50601 50601 41732 50601 5143
2025-02-26T10:41:54:051Z 15895 27698 50601 50601 50601 5221 50601 50601 50601 42292 50601 5409
2025-02-26T10:41:55:051Z 16242 28600 50601 50601 50601 5555 50601 50601 50601 41656 50601 5356
2025-02-26T10:41:56:051Z 16471 28520 50601 50601 50601 5203 50601 50601 50601 41234 50601 5105
2025-02-26T10:41:57:051Z 15181 27398 50601 50601 50601 5099 50601 50601 50601 42117 50601 5347
2025-02-26T10:41:58:051Z 16435 27118 50601 50601 50601 5214 50601 50601 49305 38753 50601 5093
2025-02-26T10:41:59:051Z 13649 24652 50601 50601 50601 4260 50601 50601 50601 33478 50601 4430
2025-02-26T10:42:00:051Z 11544 23497 49444 50601 50601 4093 50601 50601 50600 28281 50601 4110
2025-02-26T10:42:01:051Z 12390 25281 50601 50601 50601 4149 50601 50601 50601 30012 50601 4175
2025-02-26T10:42:02:051Z 12511 25651 50601 50601 50601 4317 50601 50601 50601 31089 50601 4280
2025-02-26T10:42:03:051Z 12819 26711 50601 50601 50601 4296 50601 50601 50601 31867 50601 4299
2025-02-26T10:42:04:051Z 12585 26460 50601 50601 50601 4279 50601 50601 50601 32123 50601 4388
2025-02-26T10:42:05:051Z 12869 27306 50601 50601 50601 4387 50601 50601 50601 32921 50601 4403
2025-02-26T10:42:06:051Z 13058 28094 50601 50601 50601 4474 50601 50601 50601 33468 50601 4425
2025-02-26T10:42:07:051Z 12810 28308 50601 50601 50601 4449 50601 50601 50601 34239 50601 4477
2025-02-26T10:42:08:051Z 13417 30268 50601 50601 50601 4756 50601 50601 50601 36405 50601 4790
2025-02-26T10:42:09:051Z 13386 30648 50601 50601 50601 4817 50601 50601 50601 38152 50601 4905
2025-02-26T10:42:10:051Z 13387 30878 50601 50601 50601 4894 50601 50601 50601 38000 50601 4930
2025-02-26T10:42:11:051Z 12897 29868 50601 50601 50601 4724 50601 50601 50601 35904 50601 4756
2025-02-26T10:42:12:051Z 13260 30644 50601 50601 50601 4824 50601 50601 50601 37420 50601 4862
2025-02-26T10:42:13:051Z 13236 30469 50601 50601 50601 4780 50601 50601 50601 36536 50601 4896
2025-02-26T10:42:14:051Z 12929 29792 50601 50601 50601 4733 50601 50601 50601 35747 50601 4762
2025-02-26T10:42:15:051Z 13381 31053 50601 50601 50601 4916 50601 50601 50601 37712 50601 4874
2025-02-26T10:42:16:051Z 12727 29137 50601 50601 50601 4692 50601 50601 50601 35022 50601 4741
2025-02-26T10:42:17:051Z 13335 31179 50601 50601 50601 4887 50601 50601 50601 37987 50601 4871
2025-02-26T10:42:18:051Z 13413 31451 50601 50601 50601 5010 50601 50601 50601 37797 50601 5032
2025-02-26T10:42:19:051Z 13194 31017 50601 50601 50601 4862 50601 50601 50601 36708 50601 4842
2025-02-26T10:42:20:051Z 13102 30599 50601 50601 50601 4892 50601 50601 50601 36852 50601 4965
2025-02-26T10:42:21:051Z 13056 30609 50601 50601 50601 4902 50601 50601 50601 37837 50601 4929
2025-02-26T10:42:22:051Z 13200 31040 50601 50601 50601 4934 50601 50601 50601 37983 50601 5007
2025-02-26T10:42:23:051Z 13508 32050 50601 50601 50601 5049 50601 50601 50601 38637 50601 5068
2025-02-26T10:42:24:051Z 13122 30877 50601 50601 50601 4994 50601 50601 50601 37199 50601 5006
2025-02-26T10:42:25:051Z 13285 31378 50601 50601 50601 5039 50601 50601 50601 38236 50601 5113
2025-02-26T10:42:26:051Z 13383 32035 50601 50601 50601 5118 50601 50601 50601 37943 50601 5164
2025-02-26T10:42:27:051Z 13557 32793 50601 50601 50601 5308 50601 50601 50601 39969 50601 5348
2025-02-26T10:42:28:051Z 24070 50601 50601 50601 50601 8574 50601 50601 50601 50601 50601 9278
2025-02-26T10:42:29:051Z 15497 38535 50601 50601 50601 6437 50601 50601 50601 27264 50601 5158
2025-02-26T10:42:30:051Z 11733 29519 50601 50601 50601 5581 50601 50601 50601 24813 50601 5151
2025-02-26T10:42:31:051Z 11026 26441 50601 50601 50601 5779 50601 50601 50601 25757 50601 5971
2025-02-26T10:42:32:051Z 11649 27139 50601 50601 50601 6304 50601 50601 50601 29101 50601 6512
2025-02-26T10:42:33:051Z 11780 27557 50601 50601 50601 6336 50601 50601 50601 28367 50601 6475
2025-02-26T10:42:34:051Z 12292 28373 50601 50601 50601 6747 50601 50601 50601 28917 50601 6833
2025-02-26T10:42:35:051Z 12705 28287 50601 50601 50601 7408 50601 50601 50601 27686 50601 7534
2025-02-26T10:42:36:051Z 12972 28287 50601 50601 50601 8485 50601 50601 50601 27462 50601 8614
2025-02-26T10:42:37:051Z 13329 27872 50601 50601 50601 9529 50601 50601 50601 28634 50601 9844
2025-02-26T10:42:38:051Z 13636 28442 50601 50601 50601 10675 50601 50601 50601 28797 50601 10919
2025-02-26T10:42:39:051Z 14030 28739 50601 50601 50601 11277 50601 50601 50274 28617 50601 11189
2025-02-26T10:42:40:051Z 14315 28430 50601 50601 50601 11701 50601 50601 50601 29288 50601 11718
2025-02-26T10:42:41:051Z 14028 27836 50601 50601 50601 11998 50601 50601 48427 28522 50601 12280
2025-02-26T10:42:42:051Z 14603 28132 50601 50601 50601 13290 50601 50601 49180 30238 50601 13864
2025-02-26T10:42:43:051Z 14813 28272 50601 50601 50601 14550 50601 50601 46163 28825 50601 14087
2025-02-26T10:42:44:051Z 14338 27502 50601 50601 50601 14283 50601 50601 45057 28728 50601 14521
2025-02-26T10:42:45:051Z 14553 27753 50601 50601 50601 14549 50601 50601 44881 28720 50601 14476
2025-02-26T10:42:46:051Z 14763 28252 50601 50601 50601 14725 50601 50601 46565 29401 50601 14418
2025-02-26T10:42:47:051Z 14530 27449 50601 50601 50601 14018 50601 50601 46047 28988 50601 14239
2025-02-26T10:42:48:051Z 14209 27565 50601 50601 50601 14034 50601 50601 45149 28757 50601 14565
2025-02-26T10:42:49:051Z 14692 27344 50601 50601 50601 15085 50601 50601 44322 28333 50601 14904
2025-02-26T10:42:50:051Z 14360 27162 50601 50601 50601 15332 50601 50601 42605 28061 50601 15647
2025-02-26T10:42:51:051Z 14297 26876 50601 50601 50601 15942 50601 50601 42686 28162 50601 16482
2025-02-26T10:42:52:051Z 14541 26680 50601 50601 50601 16560 50601 50601 41160 27432 50601 16674
2025-02-26T10:42:53:051Z 14202 26396 50601 50601 50601 16792 50601 50601 40120 26817 50601 16835
2025-02-26T10:42:54:051Z 14720 26666 50601 50601 50601 17634 50601 50601 40616 27584 50601 17421
2025-02-26T10:42:55:051Z 14680 26681 50601 50601 50601 17472 50601 50601 41310 27989 50601 17429
2025-02-26T10:42:56:051Z 14234 26500 50601 50601 50601 16738 50601 50601 40961 27564 50601 16947
2025-02-26T10:42:57:051Z 14745 27034 50601 50601 50601 17469 50601 50601 41605 28370 50601 17870
2025-02-26T10:42:58:051Z 14399 26648 50601 50601 50601 16907 50601 50601 39315 25824 50601 15726
2025-02-26T10:42:59:051Z 15642 27604 50601 50601 50601 16754 50601 50601 50313 36370 50601 18714
2025-02-26T10:43:00:051Z 12967 23929 48718 50601 50601 10695 50601 50601 46542 28962 50601 10771
2025-02-26T10:43:01:051Z 18037 31720 50601 50601 50601 12268 50601 50601 50601 50601 50601 14130
2025-02-26T10:43:02:051Z 14254 27562 50306 50601 50601 8504 50601 50601 50601 34337 50601 7465
2025-02-26T10:43:03:051Z 18909 38983 50601 50601 50601 9087 50601 50601 50601 50601 50601 8367
2025-02-26T10:43:04:051Z 33526 50601 50601 50601 50601 12699 50601 50601 50601 50601 50601 7836
2025-02-26T10:43:05:051Z 16683 32711 50601 50601 50601 7837 50601 50601 50601 50601 50601 8023
2025-02-26T10:43:06:051Z 40732 50601 50601 50601 50601 12184 50601 50601 50601 50601 50601 10212
2025-02-26T10:43:07:051Z 19066 36955 50601 50601 50601 6861 50601 50601 50601 50601 50601 8064
2025-02-26T10:43:08:051Z 36718 50601 50601 50601 50601 13864 50601 50601 50601 50601 50601 22862
2025-02-26T10:43:09:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50183
2025-02-26T10:43:10:051Z 37406 50601 50601 50601 50601 31742 50601 50601 50601 50601 50601 47630
2025-02-26T10:43:11:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:12:051Z 37910 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:13:051Z 50086 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:14:051Z 49160 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:15:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:16:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:17:051Z 50068 50557 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:18:051Z 49929 50507 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:19:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:20:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:21:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:22:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:23:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:24:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:25:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:26:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:27:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:28:051Z 40038 50205 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:29:051Z 50262 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:30:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:31:051Z 49587 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:32:051Z 50414 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:33:051Z 41412 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:34:051Z 47430 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:35:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:36:051Z 32898 47279 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:37:051Z 36998 46780 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:38:051Z 42844 50118 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:39:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:40:051Z 38762 48567 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:41:051Z 49742 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:42:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:43:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:44:051Z 28531 40665 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:45:051Z 37458 45922 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:46:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:47:051Z 34365 44556 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:48:051Z 36836 48118 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:49:051Z 44192 49470 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:50:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:51:051Z 37084 45972 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:52:051Z 30712 44866 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:53:051Z 46792 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:54:051Z 37223 48329 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:55:051Z 43317 50481 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:56:051Z 49808 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:57:051Z 49890 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:58:051Z 45123 49876 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:43:59:051Z 38729 44778 50486 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:00:051Z 37840 46559 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:01:051Z 47982 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:02:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:03:051Z 33012 43149 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:04:051Z 30449 41241 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:05:051Z 50250 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:06:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:07:051Z 34976 45771 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:08:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:09:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:10:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:11:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:12:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:13:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:14:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:15:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:16:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:17:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:18:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:19:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:20:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:21:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:22:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:23:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:24:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:25:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:26:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:27:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:28:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:29:051Z 50599 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:30:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:31:051Z 45818 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:32:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:33:051Z 50556 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:34:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:35:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:36:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:37:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:38:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:39:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:40:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:41:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:42:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:43:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:44:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:45:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:46:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:47:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:48:050Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:49:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:50:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:51:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:52:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:53:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:54:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:55:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:56:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:57:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:58:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:44:59:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:00:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:01:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:02:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:03:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:04:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:05:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:06:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:07:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:08:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:09:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:10:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:11:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:12:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:13:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:14:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:15:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:16:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:17:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:18:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:19:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:20:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:21:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:22:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:23:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:24:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:25:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:26:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:27:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:28:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:29:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:30:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:31:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
2025-02-26T10:45:32:051Z 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601 50601
